id,created_at,severity,event_type,message,source,actor_principal,actor_username,board_id
32646,2026-05-25T07:55:00.653405+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32645,2026-05-25T07:54:57.651174+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina_esclusa,system,system,,1
32644,2026-05-25T07:54:57.571098+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32643,2026-05-25T07:54:54.128705+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina_esclusa,system,system,,1
32642,2026-05-25T07:54:54.048774+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32641,2026-05-25T07:54:51.006187+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina_esclusa,system,system,,1
32640,2026-05-25T07:54:50.886064+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32639,2026-05-25T07:54:44.801280+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina_esclusa,system,system,,1
32638,2026-05-25T07:54:44.721178+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32637,2026-05-25T07:54:29.915537+00:00,OK,general,Regla ejecutada: cierres_mecanicos_puerta_calle,system,system,,1
32636,2026-05-25T07:54:17.783558+00:00,OK,general,Regla ejecutada: horario_carga_cajero,system,system,,1
32635,2026-05-25T07:54:13.299541+00:00,INFO,general,Modo desactivado por trigger OFF: horario_carga_cajero,system,system,,1
32634,2026-05-25T07:54:06.284545+00:00,OK,general,Regla ejecutada: horario_carga_cajero,system,system,,1
32633,2026-05-25T07:54:04.612509+00:00,INFO,general,Modo desactivado por trigger OFF: horario_automatico,system,system,,1
32632,2026-05-25T07:53:58.364852+00:00,OK,general,Regla ejecutada: horario_automatico,system,system,,1
32631,2026-05-25T07:53:48.198077+00:00,OK,general,Regla ejecutada: cierres_mecanicos_puerta_oficina,system,system,,1
32630,2026-05-25T07:53:44.915654+00:00,OK,general,Regla ejecutada: horario_cerrado,system,system,,1
32629,2026-05-25T07:53:37.438529+00:00,INFO,general,Modo desactivado por trigger OFF: horario_extendido,system,system,,1
32628,2026-05-25T07:53:28.484840+00:00,OK,general,Regla ejecutada: horario_extendido,system,system,,1
32627,2026-05-25T07:53:06.481652+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina_esclusa,system,system,,1
32626,2026-05-25T07:53:06.401605+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32625,2026-05-25T07:53:00.476370+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina_esclusa,system,system,,1
32624,2026-05-25T07:53:00.396444+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32623,2026-05-25T07:52:57.267183+00:00,INFO,general,Modo desactivado por trigger OFF: horario_extendido,system,system,,1
32622,2026-05-25T07:52:54.239859+00:00,OK,general,Regla ejecutada: horario_extendido,system,system,,1
32621,2026-05-25T07:52:23.363053+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina_esclusa,system,system,,1
32620,2026-05-25T07:52:23.282867+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32619,2026-05-25T07:52:20.280175+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina_esclusa,system,system,,1
32618,2026-05-25T07:52:20.199971+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32617,2026-05-25T07:52:14.394826+00:00,INFO,general,Modo desactivado por trigger OFF: cierres_mecanicos_puerta_oficina,system,system,,1
32616,2026-05-25T07:52:05.227905+00:00,OK,general,Regla ejecutada: cierres_mecanicos_puerta_oficina,system,system,,1
32615,2026-05-25T07:51:47.239408+00:00,OK,general,Regla ejecutada: horario_autoservicio,system,system,,1
32614,2026-05-25T07:51:42.681582+00:00,INFO,general,Modo desactivado por trigger OFF: horario_autoservicio,system,system,,1
32613,2026-05-25T07:50:45.346851+00:00,OK,general,Regla ejecutada: horario_autoservicio,system,system,,1
32612,2026-05-25T07:50:40.826233+00:00,INFO,general,Modo desactivado por trigger OFF: horario_automatico,system,system,,1
32611,2026-05-25T07:50:20.035064+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32610,2026-05-25T07:50:17.000774+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32609,2026-05-25T07:50:13.966209+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32608,2026-05-25T07:50:07.976843+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32607,2026-05-25T07:49:55.712913+00:00,OK,general,Regla ejecutada: horario_automatico,system,system,,1
32606,2026-05-25T07:49:42.586340+00:00,OK,general,Regla ejecutada: cierres_mecanicos_puerta_calle,system,system,,1
32605,2026-05-25T07:49:27.430118+00:00,OK,general,Regla ejecutada: horario_extendido,system,system,,1
32604,2026-05-25T07:46:46.091496+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina_esclusa,system,system,,1
32603,2026-05-25T07:46:46.011990+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina,system,system,,1
32602,2026-05-25T07:46:39.964412+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina_esclusa,system,system,,1
32601,2026-05-25T07:46:39.884357+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina,system,system,,1
32600,2026-05-25T07:46:30.835622+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina_esclusa,system,system,,1
32599,2026-05-25T07:46:30.755507+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina,system,system,,1
32598,2026-05-25T07:46:27.712561+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina_esclusa,system,system,,1
32597,2026-05-25T07:46:27.632444+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina,system,system,,1
32596,2026-05-25T07:46:21.728612+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle_esclusa,system,system,,1
32595,2026-05-25T07:46:21.608755+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32594,2026-05-25T07:46:15.659812+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle_esclusa,system,system,,1
32593,2026-05-25T07:46:15.539985+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32592,2026-05-25T07:46:06.676594+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle_esclusa,system,system,,1
32591,2026-05-25T07:46:06.596835+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32590,2026-05-25T07:46:03.602258+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle_esclusa,system,system,,1
32589,2026-05-25T07:46:00.527761+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32588,2026-05-25T07:46:00.447868+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32587,2026-05-25T07:45:57.444964+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina_esclusa,system,system,,1
32586,2026-05-25T07:45:57.333710+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_calle,system,system,,1
32585,2026-05-25T07:45:54.379362+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_calle,system,system,,1
32584,2026-05-25T07:45:42.593301+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina_esclusa,system,system,,1
32583,2026-05-25T07:45:39.590992+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32582,2026-05-25T07:45:36.613955+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle_esclusa,system,system,,1
32581,2026-05-25T07:45:36.534180+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32580,2026-05-25T07:45:36.468741+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32579,2026-05-25T07:45:33.346798+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32578,2026-05-25T07:45:30.307241+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle_esclusa,system,system,,1
32577,2026-05-25T07:45:30.187378+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32576,2026-05-25T07:45:21.334743+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_exterior,system,system,,1
32575,2026-05-25T07:45:18.332293+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_exterior,system,system,,1
32574,2026-05-25T07:44:57.270676+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina_esclusa,system,system,,1
32573,2026-05-25T07:44:57.190428+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina,system,system,,1
32572,2026-05-25T07:44:54.187283+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina_esclusa,system,system,,1
32571,2026-05-25T07:44:54.107097+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina,system,system,,1
32570,2026-05-25T07:44:30.239650+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_exterior,system,system,,1
32569,2026-05-25T07:44:27.195807+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_exterior,system,system,,1
32568,2026-05-25T07:44:21.167069+00:00,INFO,general,Pulso finalizado: interfono_puerta_calle_interior,system,system,,1
32567,2026-05-25T07:44:18.173603+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_calle_interior,system,system,,1
32566,2026-05-25T07:44:12.106932+00:00,INFO,general,Modo desactivado por trigger OFF: pulsador_emergencia_verde_puerta_calle,system,system,,1
32565,2026-05-25T07:44:09.033670+00:00,OK,general,Regla ejecutada: pulsador_emergencia_verde_puerta_calle,system,system,,1
32564,2026-05-25T07:44:02.208081+00:00,INFO,general,Modo desactivado por trigger OFF: pulsador_emergencia_verde_puerta_calle,system,system,,1
32563,2026-05-25T07:43:59.133643+00:00,OK,general,Regla ejecutada: pulsador_emergencia_verde_puerta_calle,system,system,,1
32562,2026-05-25T07:43:53.042696+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_interior,system,system,,1
32561,2026-05-25T07:43:50.039896+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_interior,system,system,,1
32560,2026-05-25T07:43:46.798858+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_calle,system,system,,1
32559,2026-05-25T07:43:43.765372+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_calle,system,system,,1
32558,2026-05-25T07:43:37.736588+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32557,2026-05-25T07:43:34.663472+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32556,2026-05-25T07:43:28.665050+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_oficina,system,system,,1
32555,2026-05-25T07:43:25.542432+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_oficina,system,system,,1
32554,2026-05-25T07:43:07.690037+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_interior_puerta_oficina,system,system,,1
32553,2026-05-25T07:43:04.647019+00:00,OK,general,Radar ON â†’ salidas regla radares_interior_puerta_oficina,system,system,,1
32552,2026-05-25T07:42:52.704807+00:00,OK,general,Regla ejecutada: horario_automatico,system,system,,1
32551,2026-05-25T07:42:45.195031+00:00,INFO,general,Modo desactivado por trigger OFF: horario_esclusa,system,system,,1
32550,2026-05-25T07:42:42.002039+00:00,OK,general,Regla ejecutada: horario_esclusa,system,system,,1
32549,2026-05-25T07:42:22.662186+00:00,INFO,general,Modo desactivado por trigger OFF: horario_esclusa,system,system,,1
32548,2026-05-25T07:42:19.488466+00:00,OK,general,Regla ejecutada: horario_esclusa,system,system,,1
32547,2026-05-25T07:41:07.078914+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32546,2026-05-25T07:41:01.130630+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32545,2026-05-25T07:40:58.176033+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32544,2026-05-25T07:40:55.180961+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32543,2026-05-25T07:40:33.982124+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_interior,system,system,,1
32542,2026-05-25T07:40:30.979699+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_interior,system,system,,1
32541,2026-05-25T07:38:21.351075+00:00,INFO,general,Radar OFF o bloqueo â†’ salidas OFF radares_exterior_puerta_calle,system,system,,1
32540,2026-05-25T07:38:18.351215+00:00,OK,general,Radar ON â†’ salidas regla radares_exterior_puerta_calle,system,system,,1
32539,2026-05-24T11:10:40.677239+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_interior,system,system,,1
32538,2026-05-24T11:10:40.664441+00:00,INFO,general,Pulso finalizado: override liberado en IN_03_07 (interfono_puerta_oficina_interior),system,system,,1
32537,2026-05-24T11:10:37.606545+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_interior,system,system,,1
32536,2026-05-24T11:10:35.951379+00:00,INFO,general,Override IN07 = True,panel_ui,panel,ceroideas,3
32535,2026-05-24T11:09:20.179662+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_interior,system,system,,1
32534,2026-05-24T11:09:20.167184+00:00,INFO,general,Pulso finalizado: override liberado en IN_03_07 (interfono_puerta_oficina_interior),system,system,,1
32533,2026-05-24T11:09:17.318247+00:00,INFO,auth_login,Login panel: ceroideas,auth,panel,ceroideas,0
32532,2026-05-24T11:09:17.068899+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_interior,system,system,,1
32531,2026-05-24T11:09:16.130016+00:00,INFO,general,Override IN07 = True,panel_ui,panel,ceroideas,3
32530,2026-05-24T11:09:15.334915+00:00,INFO,auth_login,Login panel: ceroideas,auth,panel,ceroideas,0
32529,2026-05-24T11:09:04.962396+00:00,INFO,general,Pulso finalizado: interfono_puerta_oficina_interior,system,system,,1
32528,2026-05-24T11:09:04.948897+00:00,INFO,general,Pulso finalizado: override liberado en IN_03_07 (interfono_puerta_oficina_interior),system,system,,1
32527,2026-05-24T11:09:01.848901+00:00,OK,general,Pulso 2s iniciado: interfono_puerta_oficina_interior,system,system,,1
32526,2026-05-24T11:09:01.204797+00:00,INFO,auth_login,Login panel: ceroideas,auth,panel,ceroideas,0
32525,2026-05-24T11:09:00.062430+00:00,INFO,general,Override IN07 = True,panel_ui,panel,ceroideas,3
32524,2026-05-24T11:08:59.277373+00:00,INFO,auth_login,Login panel: ceroideas,auth,panel,ceroideas,0
32523,2026-05-24T11:08:48.721262+00:00,INFO,auth_login,Login panel: ceroideas,auth,panel,ceroideas,0
32522,2026-05-24T11:08:46.883508+00:00,INFO,auth_login,Login panel: ceroideas,auth,panel,ceroideas,0
32521,2026-05-24T11:08:44.758183+00:00,INFO,auth_login,Login API tablet: ceroideas,auth,tablet,ceroideas,0
32520,2026-05-24T10:17:13.932014+00:00,INFO,general,Pulso finalizado: interfono_puerta_calle_interior,system,system,,1
